,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
1498,Gaby Jean,FRA,DF,Lecce,it  Serie A,25-020,2000.0,17,1288.0,76.0,51.1,14.3,14,88.0,12,3,18.0,9,1.06,14.0,22.0,-8.0,-0.56,0.76,11.3,23.8,-12.5,-0.87,-0.4
1499,Daniel Jebbison,ENG,FW,Bournemouth,eng  Premier League,21-210,2003.0,8,64.0,8.0,2.5,0.7,0,,0,8,8.0,2,1.5,4.0,1.0,3.0,4.22,3.85,1.6,1.7,-0.1,-0.16,-0.66
1500,Finn Jeltsch,GER,DF,Stuttgart,de  Bundesliga,18-237,2006.0,3,183.0,61.0,8.1,2.0,2,90.0,2,1,3.0,1,0.33,2.0,4.0,-2.0,-0.98,-1.29,3.0,3.2,-0.2,-0.1,-0.4
1501,Malcolm Jeng,SWE,DF,Reims,fr  Ligue 1,20-002,2005.0,1,45.0,45.0,2.0,0.5,1,45.0,0,0,,5,0.0,0.0,2.0,-2.0,-4.0,-3.51,0.1,2.6,-2.5,-5.03,-4.45
1502,Fredrik Jensen,FIN,MF,Augsburg,de  Bundesliga,27-183,1997.0,13,442.0,34.0,19.6,4.9,5,61.0,0,8,17.0,1,1.46,3.0,2.0,1.0,0.2,0.6,4.3,5.9,-1.6,-0.33,0.0
1503,Mathias Jensen,DEN,MF,Brentford,eng  Premier League,29-069,1996.0,16,736.0,46.0,29.2,8.2,8,73.0,2,8,19.0,0,1.63,16.0,14.0,2.0,0.24,0.14,14.9,13.0,1.8,0.23,0.3
1504,Moritz Jenz,GER,DF,Mainz 05,de  Bundesliga,25-315,1999.0,14,1150.0,82.0,51.1,12.8,13,88.0,11,1,5.0,4,2.07,21.0,12.0,9.0,0.7,0.13,16.4,15.5,0.9,0.07,-0.03
1505,Niklas Jessen,GER,MF,Dortmund,de  Bundesliga,21-188,2003.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1506,Gabriel Jesus,BRA,FW,Arsenal,eng  Premier League,27-342,1997.0,17,608.0,36.0,24.1,6.8,6,81.0,2,11,11.0,1,1.94,15.0,5.0,10.0,1.48,0.63,11.4,5.7,5.7,0.85,0.2
1507,Juan Jesus,BRA,DF,Napoli,it  Serie A,33-274,1991.0,11,889.0,81.0,35.3,9.9,10,89.0,9,1,1.0,17,2.18,17.0,10.0,7.0,0.71,-0.12,12.1,6.9,5.2,0.53,-0.19
1508,Alejandro Jiménez,ESP,"DF,FW",Milan,it  Serie A,19-307,2005.0,13,766.0,59.0,30.4,8.5,8,72.0,3,5,38.0,6,1.46,7.0,10.0,-3.0,-0.35,-1.02,12.1,9.1,3.0,0.35,-0.36
1509,David Jiménez,ESP,DF,Real Madrid,es  La Liga,20-362,2004.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1510,Raúl Jiménez,MEX,FW,Fulham,eng  Premier League,33-310,1991.0,28,1774.0,63.0,70.4,19.7,22,76.0,4,6,16.0,0,1.5,24.0,25.0,-1.0,-0.05,-0.53,27.0,21.4,5.6,0.28,0.14
1511,Raúl Jiménez,ESP,GK,Valencia,es  La Liga,19-023,2006.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
1512,Jamaldeen Jimoh,ENG,MF,Aston Villa,eng  Premier League,18-160,2006.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
1513,Kim Jisoo,KOR,DF,Brentford,eng  Premier League,20-077,2004.0,3,30.0,10.0,1.2,0.3,0,,0,3,10.0,10,0.33,0.0,0.0,0.0,0.0,-0.14,0.0,0.3,-0.3,-0.76,-0.78
1514,Pere Joan,ESP,GK,Mallorca,es  La Liga,22-354,2002.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
1515,João Pedro,BRA,"FW,MF",Brighton,eng  Premier League,23-166,2001.0,22,1609.0,73.0,63.8,17.9,19,81.0,10,3,21.0,0,1.73,28.0,19.0,9.0,0.5,0.8,29.0,20.0,9.0,0.5,1.16
1516,John Joe,IRL,"MF,FW",Getafe,es  La Liga,21-138,2003.0,4,48.0,12.0,2.0,0.5,0,,0,4,12.0,5,1.0,0.0,0.0,0.0,0.0,-0.04,0.4,2.1,-1.6,-3.07,-2.87
1517,John Joe,IRL,MF,Reims,fr  Ligue 1,21-138,2003.0,6,394.0,66.0,17.5,4.4,5,70.0,1,1,45.0,2,0.17,2.0,8.0,-6.0,-1.37,-0.98,3.3,9.9,-6.6,-1.52,-1.04
1518,Joelinton,BRA,"MF,FW",Newcastle Utd,eng  Premier League,28-209,1996.0,24,2004.0,84.0,79.5,22.3,24,84.0,16,0,,0,1.71,36.0,26.0,10.0,0.45,0.62,37.8,25.4,12.4,0.56,0.78
1519,Jofre,ESP,"MF,FW",Espanyol,es  La Liga,23-267,2001.0,25,1623.0,65.0,66.8,18.0,20,75.0,3,5,25.0,0,1.04,19.0,29.0,-10.0,-0.55,-0.33,15.0,30.3,-15.3,-0.85,-0.28
1520,Þórir Jóhann Helgason,ISL,MF,Lecce,it  Serie A,24-164,2000.0,11,614.0,56.0,24.4,6.8,7,76.0,2,4,20.0,6,1.36,8.0,9.0,-1.0,-0.15,1.03,6.0,11.1,-5.1,-0.75,-0.09
1521,Carl Johansson,SWE,DF,Holstein Kiel,de  Bundesliga,30-292,1994.0,5,365.0,73.0,16.2,4.1,4,87.0,3,1,18.0,3,0.8,6.0,14.0,-8.0,-1.97,-1.21,5.1,8.0,-2.9,-0.71,-0.11
1522,Ben Johnson,ENG,"DF,FW",Ipswich Town,eng  Premier League,25-046,2000.0,17,953.0,56.0,37.8,10.6,9,88.0,7,8,21.0,7,0.76,12.0,27.0,-15.0,-1.42,-0.44,9.0,27.3,-18.4,-1.74,-1.11
1523,Brennan Johnson,WAL,FW,Tottenham,eng  Premier League,23-292,2001.0,25,1717.0,69.0,68.1,19.1,19,79.0,10,6,37.0,0,1.24,32.0,24.0,8.0,0.42,-0.25,31.7,30.5,1.2,0.06,0.32
1524,Karl-Johan Johnsson,SWE,GK,Strasbourg,fr  Ligue 1,35-042,1990.0,3,270.0,90.0,12.0,3.0,3,90.0,3,0,,22,1.33,7.0,6.0,1.0,0.33,0.06,4.3,5.3,-1.0,-0.32,-0.15
1525,Sam Johnstone,ENG,GK,Crystal Palace,eng  Premier League,31-351,1993.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
1526,Sam Johnstone,ENG,GK,Wolves,eng  Premier League,31-351,1993.0,7,630.0,90.0,25.0,7.0,7,90.0,7,0,,14,0.14,9.0,17.0,-8.0,-1.14,-0.62,6.9,13.1,-6.2,-0.89,-0.53
1527,Paul Joly,FRA,DF,Auxerre,fr  Ligue 1,24-277,2000.0,18,773.0,43.0,34.4,8.6,8,76.0,2,10,17.0,1,0.94,10.0,18.0,-8.0,-0.93,-1.3,9.2,16.9,-7.6,-0.89,-0.7
1528,Curtis Jones,ENG,"MF,FW",Liverpool,eng  Premier League,24-040,2001.0,24,1167.0,49.0,44.7,13.0,13,74.0,2,11,19.0,1,2.29,29.0,17.0,12.0,0.93,-0.95,24.2,12.8,11.4,0.88,-0.89
1529,Frenkie de Jong,NED,MF,Barcelona,es  La Liga,27-303,1997.0,15,597.0,40.0,24.6,6.6,4,70.0,0,11,29.0,4,2.2,23.0,9.0,14.0,2.11,0.54,18.9,8.6,10.3,1.55,0.33
1530,Joan Jordán,ESP,MF,Alavés,es  La Liga,30-248,1994.0,16,923.0,58.0,38.0,10.3,9,79.0,5,7,30.0,3,0.75,14.0,16.0,-2.0,-0.2,0.28,13.6,13.8,-0.1,-0.01,0.18
1531,Jorginho,ITA,MF,Arsenal,eng  Premier League,33-081,1991.0,12,543.0,45.0,21.5,6.0,7,70.0,2,5,11.0,16,2.08,12.0,5.0,7.0,1.16,0.2,11.4,4.4,7.0,1.16,0.59
1532,Jesse Joronen,FIN,GK,Venezia,it  Serie A,31-355,1993.0,8,703.0,88.0,27.9,7.8,7,90.0,7,1,73.0,18,0.5,7.0,15.0,-8.0,-1.02,-0.48,7.6,11.6,-4.0,-0.52,0.18
1533,Jota,POR,"FW,MF",Rennes,fr  Ligue 1,25-346,1999.0,9,334.0,37.0,14.8,3.7,3,73.0,0,6,19.0,2,1.44,3.0,5.0,-2.0,-0.54,-0.59,5.2,3.7,1.5,0.42,0.49
1534,Diogo Jota,POR,FW,Liverpool,eng  Premier League,28-097,1996.0,18,844.0,47.0,32.3,9.4,10,68.0,2,8,20.0,3,2.28,23.0,7.0,16.0,1.71,0.38,22.2,7.3,15.0,1.6,0.33
1535,Antoine Joujou,FRA,"MF,FW",Le Havre,fr  Ligue 1,21-364,2003.0,19,814.0,43.0,36.2,9.0,8,72.0,2,11,21.0,2,0.63,10.0,17.0,-7.0,-0.77,0.48,11.9,14.8,-2.9,-0.32,0.53
1536,Luka Jović,SRB,FW,Milan,it  Serie A,27-078,1997.0,7,127.0,18.0,5.0,1.4,1,59.0,0,6,11.0,4,1.0,3.0,4.0,-1.0,-0.71,-1.12,3.2,3.5,-0.3,-0.24,-0.88
1537,Juanmi,ESP,"FW,MF",Getafe,es  La Liga,31-295,1993.0,6,341.0,57.0,14.0,3.8,4,74.0,0,2,23.0,0,1.67,4.0,3.0,1.0,0.26,0.26,3.1,4.8,-1.8,-0.47,-0.25
1538,Juanmi,ESP,"FW,MF",Betis,es  La Liga,31-295,1993.0,11,244.0,22.0,10.0,2.7,2,60.0,0,9,14.0,9,0.91,3.0,3.0,0.0,0.0,-0.08,3.6,2.8,0.8,0.29,0.04
1539,Juanpe,ESP,DF,Girona,es  La Liga,33-315,1991.0,9,605.0,67.0,24.9,6.7,7,85.0,6,2,5.0,18,1.44,10.0,13.0,-3.0,-0.45,-0.35,7.0,10.3,-3.3,-0.49,-0.52
1540,Juanpe,ESP,GK,Rayo Vallecano,es  La Liga,23-310,2001.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
1541,Jubal,BRA,DF,Auxerre,fr  Ligue 1,31-194,1993.0,22,1927.0,88.0,85.6,21.4,22,88.0,20,0,,0,1.27,31.0,29.0,2.0,0.09,1.21,28.4,35.0,-6.6,-0.31,0.85
1542,Anthony Jung,GER,DF,Werder Bremen,de  Bundesliga,33-128,1991.0,24,1774.0,74.0,78.8,19.7,19,85.0,14,5,30.0,0,1.38,30.0,38.0,-8.0,-0.41,0.16,26.2,29.2,-3.0,-0.15,-0.08
1543,Luiz Lúcio Reis Júnior,BRA,GK,Villarreal,es  La Liga,24-056,2001.0,7,558.0,80.0,23.0,6.2,6,90.0,6,1,18.0,19,1.14,12.0,7.0,5.0,0.81,0.47,12.4,7.1,5.4,0.87,0.31
1544,Hamed Junior Traorè,CIV,"FW,MF",Bournemouth,eng  Premier League,25-023,2000.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1545,Hamed Junior Traorè,CIV,MF,Auxerre,fr  Ligue 1,25-023,2000.0,22,1801.0,82.0,80.0,20.0,22,82.0,9,0,,0,1.23,28.0,26.0,2.0,0.1,0.9,25.5,34.1,-8.6,-0.43,0.02
1546,Vinicius Júnior,BRA,FW,Real Madrid,es  La Liga,24-242,2000.0,21,1714.0,82.0,70.5,19.0,19,87.0,10,2,32.0,0,2.0,33.0,17.0,16.0,0.84,-1.05,32.4,18.8,13.6,0.72,-0.7
1547,Josip Juranović,CRO,"DF,MF",Union Berlin,de  Bundesliga,29-207,1995.0,11,720.0,65.0,32.0,8.0,8,82.0,5,3,22.0,1,0.91,8.0,15.0,-7.0,-0.87,-0.35,11.0,14.4,-3.5,-0.43,-0.29
1548,David Jurásek,CZE,DF,Hoffenheim,de  Bundesliga,24-216,2000.0,9,406.0,45.0,18.0,4.5,4,79.0,2,5,18.0,6,0.44,2.0,10.0,-8.0,-1.77,-1.43,5.3,9.2,-3.9,-0.87,-0.55
1549,Stanko Jurić,CRO,MF,Valladolid,es  La Liga,28-207,1996.0,21,1353.0,64.0,55.7,15.0,14,81.0,6,7,32.0,4,0.71,9.0,34.0,-25.0,-1.66,-0.08,12.4,28.6,-16.2,-1.08,-0.35
1550,James Justin,ENG,DF,Leicester City,eng  Premier League,27-016,1998.0,26,2192.0,84.0,87.0,24.4,26,84.0,18,0,,1,0.62,24.0,53.0,-29.0,-1.19,1.0,21.3,47.2,-26.0,-1.07,-0.54
1551,Filip Jørgensen,DEN,GK,Chelsea,eng  Premier League,22-329,2002.0,6,540.0,90.0,21.4,6.0,6,90.0,6,0,,21,1.5,12.0,9.0,3.0,0.5,-0.14,14.0,8.8,5.2,0.86,0.34
1552,Mohamed Kaba,FRA,MF,Lecce,it  Serie A,23-135,2001.0,9,201.0,22.0,8.0,2.2,0,,0,9,22.0,12,1.11,2.0,6.0,-4.0,-1.79,-0.94,2.2,3.1,-0.8,-0.38,0.33
1553,Yusuf Kabadayı,GER,"FW,MF",Augsburg,de  Bundesliga,21-037,2004.0,5,71.0,14.0,3.2,0.8,0,,0,5,14.0,7,1.4,1.0,1.0,0.0,0.0,0.29,1.8,1.0,0.8,1.05,1.43
1554,Almugera Kabar,GER,DF,Dortmund,de  Bundesliga,18-278,2006.0,4,125.0,31.0,5.6,1.4,1,77.0,0,3,16.0,11,0.75,1.0,3.0,-2.0,-1.44,-1.78,0.7,2.0,-1.3,-0.94,-1.44
1555,Christian Kabasele,BEL,DF,Udinese,it  Serie A,34-015,1991.0,13,916.0,70.0,36.3,10.2,9,82.0,5,4,45.0,15,1.46,14.0,17.0,-3.0,-0.29,-0.29,8.5,14.8,-6.3,-0.62,-0.49
1556,Ismeal Kabia,ENG,MF,Arsenal,eng  Premier League,19-091,2005.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
1557,Issa Kaboré,BFA,"DF,MF",Manchester City,eng  Premier League,23-303,2001.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1558,Issa Kaboré,BFA,"DF,FW",Werder Bremen,de  Bundesliga,23-303,2001.0,8,227.0,28.0,10.1,2.5,2,57.0,0,6,19.0,2,0.63,7.0,5.0,2.0,0.79,1.37,5.1,4.8,0.3,0.1,0.26
1559,Maldini Kacurri,ALB,DF,Arsenal,eng  Premier League,19-158,2005.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
1560,Yaya Kader Fofana,MLI,"MF,FW",Reims,fr  Ligue 1,20-272,2004.0,12,634.0,53.0,28.2,7.0,8,69.0,0,4,22.0,2,1.5,12.0,7.0,5.0,0.71,1.77,8.3,8.6,-0.4,-0.05,0.85
1561,Pavel Kadeřábek,CZE,DF,Hoffenheim,de  Bundesliga,32-320,1992.0,17,1056.0,62.0,46.9,11.7,12,80.0,8,5,19.0,2,0.94,19.0,26.0,-7.0,-0.6,0.01,13.9,21.6,-7.7,-0.66,-0.44
1562,Tino Kadewere,ZIM,"MF,FW",Nantes,fr  Ligue 1,29-065,1996.0,8,475.0,59.0,21.1,5.3,6,75.0,0,2,14.0,0,1.13,7.0,7.0,0.0,0.0,0.76,6.4,5.8,0.6,0.11,0.66
1563,Ferdi Kadioglu,TUR,"DF,MF",Brighton,eng  Premier League,25-155,1999.0,6,385.0,64.0,15.3,4.3,5,72.0,1,1,23.0,1,1.33,5.0,8.0,-3.0,-0.7,-1.08,5.2,9.3,-4.1,-0.96,-1.23
1564,Arnaud Kalimuendo,FRA,FW,Rennes,fr  Ligue 1,23-050,2002.0,24,1903.0,79.0,84.6,21.1,23,81.0,11,1,33.0,0,1.08,29.0,29.0,0.0,0.0,0.26,28.2,28.8,-0.6,-0.03,-0.14
1565,Pierre Kalulu,FRA,DF,Juventus,it  Serie A,24-279,2000.0,21,1674.0,80.0,66.4,18.6,18,89.0,17,3,24.0,2,1.67,28.0,19.0,9.0,0.48,-0.69,25.3,17.4,8.0,0.43,-0.12
1566,Justin-Noël Kalumba,FRA,"FW,MF",Angers,fr  Ligue 1,20-076,2004.0,2,31.0,16.0,1.4,0.3,0,,0,2,16.0,3,0.5,1.0,1.0,0.0,0.0,0.57,0.8,0.7,0.1,0.18,0.69
1567,Daichi Kamada,JPN,MF,Crystal Palace,eng  Premier League,28-218,1996.0,24,986.0,41.0,39.1,11.0,10,77.0,3,14,16.0,1,1.38,15.0,15.0,0.0,0.0,-0.18,17.3,15.2,2.1,0.19,-0.2
1568,Waren Kamanzi,NOR,"DF,MF",Toulouse,fr  Ligue 1,24-120,2000.0,19,790.0,42.0,35.1,8.8,8,81.0,4,11,13.0,5,1.68,11.0,5.0,6.0,0.68,0.75,12.5,6.4,6.1,0.69,0.48
1569,Boubacar Kamara,FRA,MF,Aston Villa,eng  Premier League,25-108,1999.0,17,1081.0,64.0,41.4,12.0,13,78.0,7,4,17.0,1,1.35,15.0,18.0,-3.0,-0.25,-0.19,14.4,15.0,-0.6,-0.05,-0.15
1570,Glen Kamara,FIN,MF,Rennes,fr  Ligue 1,29-134,1995.0,13,662.0,51.0,29.4,7.4,8,70.0,3,5,20.0,3,1.23,10.0,13.0,-3.0,-0.41,-0.52,10.4,9.0,1.4,0.19,0.27
1571,Hassane Kamara,CIV,DF,Udinese,it  Serie A,31-006,1994.0,22,1390.0,63.0,55.2,15.4,17,75.0,7,5,24.0,4,1.41,21.0,17.0,4.0,0.26,0.82,18.8,17.1,1.7,0.11,0.94
1572,Willy Kambwala,FRA,DF,Villarreal,es  La Liga,20-198,2004.0,9,671.0,75.0,27.6,7.5,8,81.0,5,1,23.0,9,1.7,11.0,6.0,5.0,0.67,0.31,12.0,7.1,4.8,0.65,0.03
1573,Jakub Kamiński,POL,"DF,MF",Wolfsburg,de  Bundesliga,22-279,2002.0,14,752.0,54.0,33.4,8.4,8,83.0,6,6,15.0,8,1.36,19.0,16.0,3.0,0.36,-0.06,12.7,14.7,-2.1,-0.25,-0.24
1574,Kevin Kampl,SVN,MF,RB Leipzig,de  Bundesliga,34-153,1990.0,22,1376.0,63.0,61.2,15.3,16,78.0,5,6,22.0,0,1.45,24.0,23.0,1.0,0.07,-0.45,20.5,22.0,-1.6,-0.1,0.0
1575,Enzo Kana-Biyik,FRA,FW,Le Havre,fr  Ligue 1,18-062,2007.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1576,Nordine Kandil,FRA,MF,Strasbourg,fr  Ligue 1,23-131,2001.0,1,10.0,10.0,0.4,0.1,0,,0,1,10.0,0,1.0,0.0,0.0,0.0,0.0,-0.28,0.2,0.0,0.2,2.03,2.23
1577,Harry Kane,ENG,FW,Bayern Munich,de  Bundesliga,31-226,1993.0,23,1760.0,77.0,78.2,19.6,21,81.0,13,2,28.0,0,2.52,62.0,13.0,49.0,2.51,2.14,48.1,11.7,36.4,1.86,0.34
1578,Lee Kang-in,KOR,"FW,MF",Paris S-G,fr  Ligue 1,24-020,2001.0,25,1383.0,55.0,61.5,15.4,15,74.0,3,10,27.0,0,2.6,39.0,18.0,21.0,1.37,-1.23,37.8,16.7,21.1,1.37,-0.81
1579,Ibrahim Kanté,FRA,MF,Brest,fr  Ligue 1,17-358,2007.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
1580,Yann Karamoh,FRA,"MF,FW",Torino,it  Serie A,26-246,1998.0,23,915.0,40.0,36.3,10.2,10,71.0,0,13,15.0,5,1.09,12.0,13.0,-1.0,-0.1,-0.1,8.9,11.9,-3.0,-0.3,0.26
1581,Atakan Karazor,nan,MF,Stuttgart,de  Bundesliga,28-149,1996.0,23,1820.0,79.0,80.9,20.2,22,82.0,13,1,21.0,0,1.61,36.0,32.0,4.0,0.2,-0.01,33.4,28.2,5.2,0.26,-0.06
1582,Jesper Karlsson,SWE,FW,Bologna,it  Serie A,26-229,1998.0,7,298.0,43.0,11.8,3.3,3,54.0,0,4,34.0,10,1.29,5.0,7.0,-2.0,-0.6,-1.09,4.3,4.2,0.1,0.03,-0.4
1583,Jesper Karlsson,SWE,FW,Lecce,it  Serie A,26-229,1998.0,8,221.0,28.0,8.8,2.5,2,59.0,0,6,17.0,2,1.0,2.0,4.0,-2.0,-0.81,0.13,1.5,3.3,-1.8,-0.75,-0.08
1584,Jesper Karlström,SWE,MF,Udinese,it  Serie A,29-263,1995.0,27,2307.0,85.0,91.5,25.6,26,87.0,22,1,33.0,0,1.37,31.0,35.0,-4.0,-0.16,-0.58,27.5,32.2,-4.7,-0.18,1.49
1585,Lior Kasa,ISR,"MF,FW",Genoa,it  Serie A,19-165,2005.0,5,155.0,31.0,6.2,1.7,1,54.0,0,4,25.0,11,1.4,1.0,1.0,0.0,0.0,0.38,2.2,1.9,0.3,0.17,0.4
1586,Grigoris Kastanos,CYP,"MF,FW",Hellas Verona,it  Serie A,27-040,1998.0,20,744.0,37.0,29.5,8.3,8,56.0,0,12,25.0,8,0.65,10.0,19.0,-9.0,-1.09,-0.02,8.9,13.6,-4.7,-0.56,0.04
1587,Silas Katompa,COD,"FW,MF",Stuttgart,de  Bundesliga,26-156,1998.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
1588,Mikkel Kaufmann,DEN,FW,Heidenheim,de  Bundesliga,24-067,2001.0,9,372.0,41.0,16.5,4.1,3,63.0,0,6,31.0,4,0.33,3.0,9.0,-6.0,-1.45,-0.64,5.0,8.6,-3.7,-0.89,-0.53
1589,Michael Kayode,ITA,DF,Brentford,eng  Premier League,20-244,2004.0,4,33.0,8.0,1.3,0.4,0,,0,4,8.0,0,1.75,1.0,1.0,0.0,0.0,-0.14,1.0,0.8,0.2,0.43,0.42
1590,Michael Kayode,ITA,"DF,FW",Fiorentina,it  Serie A,20-244,2004.0,5,127.0,25.0,5.0,1.4,1,90.0,1,4,9.0,14,2.0,3.0,2.0,1.0,0.71,0.26,3.3,1.4,1.8,1.29,1.17
1591,Moise Kean,ITA,FW,Fiorentina,it  Serie A,25-011,2000.0,25,2083.0,83.0,82.7,23.1,24,85.0,17,1,35.0,0,1.56,37.0,27.0,10.0,0.43,-0.19,30.7,26.8,4.0,0.17,-0.04
1592,Michael Keane,ENG,DF,Everton,eng  Premier League,32-059,1993.0,10,813.0,81.0,32.3,9.0,9,90.0,9,1,3.0,16,0.9,8.0,17.0,-9.0,-1.0,-1.26,10.0,14.5,-4.5,-0.5,-0.52
1593,Yassine Kechta,MAR,"MF,FW",Le Havre,fr  Ligue 1,23-014,2002.0,22,1444.0,66.0,64.2,16.0,17,80.0,4,5,17.0,2,0.82,15.0,29.0,-14.0,-0.87,0.58,17.4,24.6,-7.2,-0.45,0.59
1594,Thilo Kehrer,GER,DF,Monaco,fr  Ligue 1,28-171,1996.0,21,1890.0,90.0,84.0,21.0,21,90.0,21,0,,4,1.9,44.0,26.0,18.0,0.86,1.11,49.3,22.1,27.2,1.29,0.93
1595,Abdoulaye Keita,ESP,"FW,MF",Getafe,es  La Liga,22-191,2002.0,3,95.0,32.0,3.9,1.1,1,54.0,0,2,21.0,8,1.0,0.0,0.0,0.0,0.0,-0.04,0.6,2.5,-1.9,-1.81,-1.62
1596,Madiou Keïta,GUI,DF,Auxerre,fr  Ligue 1,20-194,2004.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
1597,Mandela Keita,BEL,MF,Parma,it  Serie A,22-305,2002.0,20,1009.0,50.0,40.0,11.2,14,62.0,3,6,23.0,4,0.95,11.0,16.0,-5.0,-0.45,0.09,11.7,15.4,-3.7,-0.33,0.28
1598,Yannik Keitel,GER,MF,Stuttgart,de  Bundesliga,25-024,2000.0,8,157.0,20.0,7.0,1.7,1,88.0,0,7,10.0,13,2.25,2.0,3.0,-1.0,-0.57,-0.83,4.4,3.2,1.1,0.63,0.39
1599,Andu Kelati,GER,"MF,DF",Holstein Kiel,de  Bundesliga,22-210,2002.0,8,288.0,36.0,12.8,3.2,2,71.0,0,6,25.0,7,0.25,9.0,6.0,3.0,0.94,2.18,6.7,5.8,0.8,0.25,1.0
1600,Caoimhín Kelleher,IRL,GK,Liverpool,eng  Premier League,26-108,1998.0,8,720.0,90.0,27.6,8.0,8,90.0,8,0,,20,2.5,19.0,9.0,10.0,1.25,-0.27,16.8,9.4,7.4,0.93,-0.62
1601,Thomas Keller,GER,"DF,MF",Heidenheim,de  Bundesliga,25-218,1999.0,3,121.0,40.0,5.4,1.3,2,52.0,0,1,17.0,9,0.33,0.0,3.0,-3.0,-2.23,-1.39,0.8,2.1,-1.3,-1.01,-0.59
1602,Lloyd Kelly,ENG,DF,Newcastle Utd,eng  Premier League,26-156,1998.0,10,303.0,30.0,12.0,3.4,4,68.0,1,6,6.0,14,1.6,1.0,6.0,-5.0,-1.49,-2.05,4.1,5.8,-1.7,-0.51,-1.04
1603,Lloyd Kelly,ENG,DF,Juventus,it  Serie A,26-156,1998.0,4,315.0,79.0,12.5,3.5,3,90.0,3,1,45.0,1,2.25,4.0,4.0,0.0,0.0,-0.82,5.9,4.1,1.8,0.53,0.07
1604,Aljoscha Kemlein,GER,MF,Union Berlin,de  Bundesliga,20-221,2004.0,15,922.0,61.0,41.0,10.2,11,77.0,4,4,20.0,4,0.8,6.0,17.0,-11.0,-1.07,-0.73,11.5,14.3,-2.8,-0.27,-0.06
1605,Marc-Oliver Kempf,GER,DF,Como,it  Serie A,30-042,1995.0,22,1850.0,84.0,73.4,20.6,21,87.0,18,1,22.0,0,1.23,29.0,31.0,-2.0,-0.1,0.98,24.7,21.4,3.3,0.16,0.41
1606,Kenedy,BRA,"MF,FW",Valladolid,es  La Liga,29-031,1996.0,2,9.0,5.0,0.4,0.1,0,,0,2,5.0,7,0.0,0.0,1.0,-1.0,-10.0,-8.4,0.0,0.3,-0.3,-2.97,-2.06
1607,Luca Kerber,GER,MF,Heidenheim,de  Bundesliga,23-001,2002.0,16,657.0,41.0,29.2,7.3,7,62.0,1,9,24.0,7,0.88,9.0,13.0,-4.0,-0.55,0.53,9.5,13.0,-3.5,-0.48,-0.05
1608,Milos Kerkez,HUN,DF,Bournemouth,eng  Premier League,21-124,2003.0,28,2447.0,87.0,97.1,27.2,28,87.0,24,0,,0,1.57,42.0,34.0,8.0,0.29,-5.87,47.5,37.5,9.9,0.36,-3.93
1609,Reda Khadra,GER,"MF,FW",Reims,fr  Ligue 1,23-250,2001.0,4,78.0,20.0,3.5,0.9,0,,0,4,20.0,1,1.75,1.0,1.0,0.0,0.0,0.58,0.5,1.1,-0.6,-0.7,-0.04
1610,Bilal El Khannouss,MAR,MF,Leicester City,eng  Premier League,20-305,2004.0,23,1437.0,62.0,57.0,16.0,18,75.0,5,5,16.0,3,0.52,9.0,39.0,-30.0,-1.88,-1.3,12.9,30.7,-17.8,-1.12,-0.28
1611,Wahbi Khazri,TUN,"FW,MF",Montpellier,fr  Ligue 1,34-031,1991.0,24,987.0,41.0,43.9,11.0,10,69.0,1,14,21.0,0,0.58,7.0,27.0,-20.0,-1.82,-0.54,13.4,23.2,-9.8,-0.9,-0.16
1612,Rani Khedira,GER,MF,Union Berlin,de  Bundesliga,31-043,1994.0,23,1913.0,83.0,85.0,21.3,22,86.0,17,1,19.0,1,1.13,21.0,26.0,-5.0,-0.24,2.7,24.3,27.5,-3.2,-0.15,0.58
1613,Abdukodir Khusanov,UZB,DF,Manchester City,eng  Premier League,21-010,2004.0,5,413.0,83.0,16.4,4.6,5,83.0,4,0,,1,1.8,6.0,4.0,2.0,0.44,-0.12,7.3,4.9,2.4,0.52,0.1
1614,Abdukodir Khusanov,UZB,DF,Lens,fr  Ligue 1,21-010,2004.0,13,975.0,75.0,43.3,10.8,11,87.0,10,2,9.0,0,1.62,12.0,9.0,3.0,0.28,0.42,14.3,13.1,1.3,0.12,-0.14
1615,Kialonda,ANG,DF,Lecce,it  Serie A,27-165,1997.0,15,1350.0,90.0,53.6,15.0,15,90.0,15,0,,4,0.87,8.0,26.0,-18.0,-1.2,-0.58,15.6,23.4,-7.8,-0.52,0.33
