,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
1618,Borja Mayoral,ESP,FW,Getafe,es  La Liga,27-340,1997.0,5.7,0,0,0,6,9,4,6,0,1,0,0,0,16,14,24,36.8
1619,Senny Mayulu,FRA,MF,Paris S-G,fr  Ligue 1,18-298,2006.0,5.2,1,0,0,13,12,0,7,3,10,0,0,0,20,0,6,0.0
1620,Noussair Mazraoui,MAR,DF,Manchester Utd,eng  Premier League,27-117,1997.0,23.6,2,0,0,32,19,3,18,29,47,0,1,0,116,39,16,70.9
1621,Luca Mazzitelli,ITA,MF,Como,it  Serie A,29-116,1995.0,3.7,1,0,0,9,4,0,12,3,6,0,0,0,14,2,6,25.0
1622,Pasquale Mazzocchi,ITA,"DF,FW",Napoli,it  Serie A,29-227,1995.0,6.8,2,0,0,7,5,1,12,4,6,0,0,0,27,3,6,33.3
1623,Samuel Mbangula,BEL,FW,Juventus,it  Serie A,21-054,2004.0,7.8,1,0,0,6,14,0,17,3,10,1,0,0,33,2,7,22.2
1624,Ethan Mbappé,FRA,"MF,FW",Lille,fr  Ligue 1,18-072,2006.0,2.2,2,0,0,5,1,0,12,1,2,0,0,0,8,1,2,33.3
1625,Kylian Mbappé,FRA,FW,Real Madrid,es  La Liga,26-081,1998.0,23.9,3,0,0,19,25,34,25,0,5,1,0,0,30,2,4,33.3
1626,Ibrahim Mbaye,FRA,"FW,MF",Paris S-G,fr  Ligue 1,17-046,2008.0,1.0,0,0,0,2,1,0,1,0,0,0,0,0,6,0,1,0.0
1627,Bryan Mbeumo,CMR,FW,Brentford,eng  Premier League,25-216,1999.0,27.9,2,0,0,16,30,10,145,12,20,0,0,0,118,26,58,31.0
1628,James Mcatee,ENG,"MF,FW",Manchester City,eng  Premier League,22-144,2002.0,1.4,0,0,0,2,1,0,2,1,2,0,0,0,5,1,2,33.3
1629,Kasey McAteer,IRL,"FW,MF",Leicester City,eng  Premier League,23-109,2001.0,4.3,1,0,0,9,10,2,11,2,8,0,0,0,24,9,12,42.9
1630,Oliver McBurnie,SCO,FW,Las Palmas,es  La Liga,28-280,1996.0,11.8,0,0,0,17,12,4,1,4,5,0,0,0,22,52,53,49.5
1631,Alex McCarthy,ENG,GK,Southampton,eng  Premier League,35-098,1989.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
1632,John McGinn,SCO,"MF,FW",Aston Villa,eng  Premier League,30-144,1994.0,19.7,6,0,0,38,55,3,46,11,18,0,0,0,83,13,7,65.0
1633,Scott McKenna,SCO,DF,Las Palmas,es  La Liga,28-119,1996.0,19.4,5,1,0,11,3,0,1,8,9,0,1,1,51,55,26,67.9
1634,Weston McKennie,USA,"MF,DF",Juventus,it  Serie A,26-195,1998.0,17.3,2,0,0,21,11,0,11,12,8,0,1,0,73,18,20,47.4
1635,Mark McKenzie,USA,DF,Toulouse,fr  Ligue 1,26-014,1999.0,21.4,1,0,0,20,11,1,0,15,25,0,1,0,99,36,25,59.0
1636,Dwight McNeil,ENG,"MF,FW",Everton,eng  Premier League,25-109,1999.0,12.7,1,0,0,6,13,1,91,5,6,0,0,0,63,3,14,17.6
1637,Scott McTominay,SCO,MF,Manchester Utd,eng  Premier League,28-093,1996.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
1638,Scott McTominay,SCO,MF,Napoli,it  Serie A,28-093,1996.0,23.9,3,0,0,36,41,3,5,19,19,1,0,0,105,40,32,55.6
1639,Jakov Medić,CRO,DF,Bochum,de  Bundesliga,26-185,1998.0,13.9,2,0,0,8,6,1,0,16,8,0,1,0,48,23,20,53.5
1640,Facundo Medina,ARG,DF,Lens,fr  Ligue 1,25-287,1999.0,20.3,9,1,1,25,15,0,14,25,25,0,1,0,119,25,18,58.1
1641,Ben Mee,ENG,DF,Brentford,eng  Premier League,35-171,1989.0,2.0,2,0,0,5,0,0,0,4,2,0,0,0,11,5,5,50.0
1642,Jayden Meghoma,ENG,DF,Brentford,eng  Premier League,18-256,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
1643,Henrik Meister,DEN,FW,Rennes,fr  Ligue 1,21-114,2003.0,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0
1644,Bamo Meïté,CIV,DF,Montpellier,fr  Ligue 1,23-098,2001.0,2.8,1,0,0,2,1,0,0,2,1,0,0,0,4,2,2,50.0
1645,Bamo Meïté,CIV,"DF,MF",Marseille,fr  Ligue 1,23-098,2001.0,0.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
1646,Mohamed Meité,FRA,FW,Rennes,fr  Ligue 1,17-151,2007.0,1.4,0,0,0,2,0,1,0,0,0,0,0,0,2,4,4,50.0
1647,Mateo Mejía,ESP,FW,Sevilla,es  La Liga,21-345,2003.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0
1648,Farid El Melali,ALG,FW,Angers,fr  Ligue 1,27-310,1997.0,17.0,1,0,0,17,38,7,66,12,13,3,0,0,81,6,16,27.3
1649,Filippo Melegoni,ITA,"MF,FW",Genoa,it  Serie A,26-021,1999.0,1.0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,100.0
1650,Arthur Melo,BRA,MF,Girona,es  La Liga,28-211,1996.0,1.8,0,0,0,1,4,0,2,1,5,0,0,0,10,0,0,
1651,Nuno Mendes,POR,DF,Paris S-G,fr  Ligue 1,22-265,2002.0,14.0,1,0,0,10,16,1,44,15,14,0,1,0,82,13,8,61.9
1652,Brais Méndez,ESP,MF,Real Sociedad,es  La Liga,28-063,1997.0,14.0,4,0,0,33,35,7,44,6,11,0,0,0,59,14,21,40.0
1653,Antoine Mendy,FRA,DF,Nice,fr  Ligue 1,20-288,2004.0,6.0,1,0,0,5,7,0,7,5,17,0,0,0,35,9,9,50.0
1654,Ferland Mendy,FRA,DF,Real Madrid,es  La Liga,29-276,1995.0,11.2,1,1,0,5,7,0,1,9,14,0,0,0,36,4,2,66.7
1655,Nampalys Mendy,SEN,MF,Lens,fr  Ligue 1,32-261,1992.0,2.1,0,0,0,4,3,0,0,3,5,0,0,0,7,0,1,0.0
1656,Gideon Mensah,GHA,DF,Auxerre,fr  Ligue 1,26-236,1998.0,18.9,2,0,0,23,19,1,59,40,31,0,1,0,125,13,15,46.4
1657,Alex Meret,ITA,GK,Napoli,it  Serie A,27-354,1997.0,24.4,0,0,0,1,3,0,0,0,0,0,1,0,39,4,0,100.0
1658,Mikel Merino,ESP,"MF,FW",Arsenal,eng  Premier League,28-262,1996.0,11.8,2,0,0,29,15,5,10,12,15,0,0,0,64,39,38,50.6
1659,Quentin Merlin,FRA,DF,Marseille,fr  Ligue 1,22-299,2002.0,13.4,1,0,0,8,15,1,73,12,13,0,0,0,51,6,14,30.0
1660,Víctor Meseguer,ESP,MF,Valladolid,es  La Liga,25-275,1999.0,4.6,1,0,0,8,5,0,3,2,6,0,0,0,25,10,8,55.6
1661,Rafik Messali,FRA,DF,Toulouse,fr  Ligue 1,21-317,2003.0,3.2,0,0,0,7,4,0,10,4,6,0,0,0,17,1,1,50.0
1662,Junior Messias,BRA,"MF,FW",Genoa,it  Serie A,33-302,1991.0,6.0,1,0,0,3,10,0,14,5,5,0,0,0,22,11,17,39.3
1663,Connor Metcalfe,AUS,MF,St. Pauli,de  Bundesliga,25-126,1999.0,2.5,0,0,0,4,3,0,6,2,0,0,0,0,8,7,6,53.8
1664,Karol Mets,EST,DF,St. Pauli,de  Bundesliga,31-299,1993.0,10.0,1,0,0,7,5,0,3,12,8,0,1,0,35,24,10,70.6
1665,Thomas Meunier,BEL,DF,Lille,fr  Ligue 1,33-180,1991.0,14.3,3,0,0,16,2,3,46,26,32,0,0,0,57,24,15,61.5
